what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323700086740
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323700089203
opened,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700092092
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700092170
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323700092246
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700093248
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323700093298
closed,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700093298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700095269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700144277
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700145194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700162998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700180068
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323700200924
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700206370
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323700209919
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323700219422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700351673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700352643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700352648
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700733489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700735599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700737495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323700739100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760353660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760355009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760364883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760367889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760377199
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323760377333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760378104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760383931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760385031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760653422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760663657
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760685173
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323760686176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760692142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323760692177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760702777
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760766503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760769752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760777326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760791840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760840858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760858744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760867969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760868109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760944363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1323760944394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760981057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323760986889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323761001564
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323761003427
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323761007489
opened,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323761010386
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323761010466
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323761010545
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323761011794
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323761011831
closed,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323761011832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323761012617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323761229546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323761325029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323761327424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323761344000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762111847
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762113125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323762136740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762137696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762181738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762191962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762194986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762200417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323762271359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762273771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323762276396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762285094
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323762355337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323762363921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323762366609
opened,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762369946
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762370029
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323762370104
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762371997
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323762372034
closed,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762372034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762373210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762375001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762375818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762449180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323762520397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762524478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323762531565
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1323762543400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1323762567381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762572833
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323762583226
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323762586132
opened,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762589015
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762589096
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323762589205
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762591570
activated,editor,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui.XSLEditor",1323762591606
closed,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762591606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762596057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762603547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762610914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762673368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323762686113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762688605
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323762706701
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762709252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323762711651
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1323762719697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1323762722342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1323762737886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762740802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1323762758880
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1323762767439
opened,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762770201
activated,editor,com.orangevolt.eclipse.xslt,1.0.7,"com.orangevolt.xslt.editor.XMLEditor",1323762770279
